country-code,info,
231,"Ethiopia, located in East Africa, is known for its rich history, ancient rock-hewn churches of Lalibela, diverse wildlife, and the source of the Blue Nile."
238,"The Falkland Islands, a remote British Overseas Territory in the South Atlantic, are known for their unique wildlife, including penguins and seals, and the Falklands War."
242,"Fiji, located in the South Pacific, is known for its stunning palm-lined beaches, vibrant coral reefs, and warm hospitality of the Fijian people."
246,"Finland, located in Northern Europe, is known for its pristine lakes, forests, and the magical Northern Lights, as well as its sauna culture and passion for winter sports."
250,"France is a country in Western Europe renowned for its art, culture, cuisine, and iconic landmarks such as the Eiffel Tower, Louvre Museum, and the French Riviera."
260,"The French Southern Territories, located in the southern Indian Ocean, are a collection of remote islands and territories known for their unique ecosystems and scientific research."
266,"Gabon, located in Central Africa, is known for its diverse wildlife, including forest elephants and gorillas, as well as its pristine rainforests and cultural diversity."
270,"The Gambia is a small West African country known for its beautiful beaches along the Atlantic Ocean, diverse wildlife, and welcoming Gambian culture."
268,"Georgia, located at the crossroads of Europe and Asia, is known for its stunning mountain landscapes, ancient churches and monasteries, and warm hospitality."
276,"Germany is a country in Central Europe known for its rich history, vibrant cities like Berlin and Munich, picturesque castles, and contributions to science, philosophy, and the arts."
288,"Ghana, located in West Africa, is known for its vibrant culture, historic castles and slave forts, diverse wildlife, and being a leading producer of cocoa and gold."
292,"Gibraltar is a British Overseas Territory located at the southern tip of the Iberian Peninsula, known for its iconic Rock of Gibraltar, stunning views, and thriving tourism industry."
300,"Greece, located in Southern Europe, is famous for its ancient civilization, historic sites such as the Acropolis, picturesque islands like Santorini, and delicious Mediterranean cuisine."
304,"Greenland, an autonomous territory of Denmark, is known for its vast ice sheet, breathtaking fjords, and unique Arctic wildlife, including polar bears and whales."
308,"Grenada, located in the Caribbean, is known as the Spice Island for its production of nutmeg and other spices, as well as its beautiful beaches and lush rainforests."
320,"Guatemala, located in Central America, is known for its rich Mayan heritage, stunning volcanic landscapes, colorful traditional markets, and ancient ruins such as Tikal."
324,"Guinea, located in West Africa, is known for its diverse landscapes, including mountains and savannas, as well as its vibrant music and cultural traditions."
624,"Guinea-Bissau, located in West Africa, is known for its beautiful coastline, unique wildlife, and diverse ethnic cultures."
328,"Guyana, located on the northeastern coast of South America, is known for its pristine rainforests, the majestic Kaieteur Falls, and its cultural diversity."
332,"Haiti, located in the Caribbean, is known for its vibrant art, music, and dance, as well as its challenging history and beautiful natural landscapes."
340,"Honduras, located in Central America, is known for its stunning Caribbean beaches, ancient Mayan ruins in Copan, and diverse wildlife in the La Mosquitia region."
348,"Hungary, located in Central Europe, is known for its rich history, beautiful architecture in Budapest, thermal baths, and traditional cuisine, including goulash."
352,"Iceland, located in the North Atlantic, is famous for its otherworldly landscapes, including volcanoes, geysers, glaciers, and the magical Northern Lights."
356,"India, located in South Asia, is known for its ancient civilization, diverse culture, iconic landmarks like the Taj Mahal, and vibrant festivals such as Diwali and Holi."
360,"Indonesia, the largest archipelago in the world, is famous for its stunning beaches, ancient temples like Borobudur, lush rainforests, and diverse cultures."
364,"Iran, also known as Persia, is located in Western Asia and is known for its rich history, stunning architecture, ancient ruins like Persepolis, and Persian culture."
368,"Iraq, located in the Middle East, is known for its ancient Mesopotamian civilization, historic sites like Babylon, and diverse cultural heritage."
372,"Ireland, located in Western Europe, is known for its breathtaking landscapes, vibrant music and dance traditions, historic castles, and its warm and friendly people."
376,"Israel, located in the Middle East, is known for its religious significance, historic sites like Jerusalem's Old City, stunning beaches along the Mediterranean Sea, and vibrant culinary scene."
380,"Italy, located in Southern Europe, is famous for its rich history, art, and culture, iconic cities like Rome, Florence, and Venice, as well as its delicious cuisine and world-renowned fashion."
388,"Jamaica, located in the Caribbean, is known for its reggae music, stunning beaches, lush mountains, and vibrant cultural heritage."
392,"Japan, an island nation in East Asia, is known for its unique blend of tradition and modernity, stunning cherry blossoms, technological advancements, and delicious cuisine like sushi and ramen."
400,"Jordan, located in the Middle East, is known for its ancient city of Petra, the Dead Sea, the historic site of Jerash, and its warm hospitality."
398,"Kazakhstan, the largest landlocked country in the world, is known for its vast steppes, stunning mountain ranges like the Tian Shan, and the vibrant city of Almaty."
404,"Kenya, located in East Africa, is known for its diverse wildlife in national parks like Maasai Mara, Mount Kilimanjaro, and its rich cultural heritage."
296,"Kiribati is a small island nation in the Pacific Ocean, known for its stunning coral atolls, turquoise waters, and a unique cultural blend of Micronesian and Polynesian influences."
408,"North Korea, officially known as the Democratic People's Republic of Korea, is located in East Asia and is known for its unique political system, historic sites like the demilitarized zone (DMZ), and its capital city, Pyongyang."
410,"South Korea, officially known as the Republic of Korea, is located in East Asia and is known for its modern cities like Seoul, technological advancements, K-pop music, and traditional Korean culture."
414,"Kuwait, located in the Arabian Peninsula, is known for its modern architecture, vibrant souks, and its significant oil reserves."
417,"Kyrgyzstan, located in Central Asia, is known for its stunning mountain landscapes, including the Tian Shan range, beautiful alpine lakes, and traditional nomadic culture."
418,"Laos, officially known as the Lao People's Democratic Republic, is a landlocked country in Southeast Asia known for its mountainous landscapes, Buddhist temples, and the tranquil beauty of the Mekong River."
428,"Latvia, located in the Baltic region of Northern Europe, is known for its charming capital city Riga, picturesque landscapes, and its rich cultural heritage."
422,"Lebanon, located in the Middle East, is known for its historic sites like the ancient city of Byblos, vibrant capital city Beirut, delicious cuisine, and its cultural diversity."
426,"Lesotho, a landlocked country in Southern Africa, is known for its breathtaking mountainous landscapes, including the famous Drakensberg Mountains, and its traditional Basotho culture."
430,"Liberia, located in West Africa, is known for its beautiful coastline, diverse wildlife, and its rich history as a settlement for freed American slaves."
434,"Libya, located in North Africa, is known for its ancient Roman ruins, stunning Sahara Desert landscapes, and the coastal city of Tripoli."
438,"Liechtenstein, a small landlocked country in Central Europe, is known for its dramatic mountain scenery, historic castles, and as a tax haven."
440,"Lithuania, located in the Baltic region of Northern Europe, is known for its charming capital city Vilnius, medieval architecture, beautiful lakes, and rich cultural heritage."
442,"Luxembourg, located in Western Europe, is known for its picturesque landscapes, fairy-tale castles, the vibrant city of Luxembourg, and its status as a global financial center."
446,"Macao, officially known as the Macao Special Administrative Region of the People's Republic of China, is a former Portuguese colony and now a popular gambling and entertainment destination, known for its blend of Chinese and Portuguese cultures, historic sites, and luxurious casinos."
450,"Madagascar, an island nation off the coast of East Africa, is known for its unique wildlife, including lemurs, baobab trees, and stunning biodiversity."
454,"Malawi, located in southeastern Africa, is known for its stunning Lake Malawi, diverse wildlife, and warm and friendly people."
458,"Malaysia, located in Southeast Asia, is known for its diverse culture, stunning beaches and islands, bustling cities like Kuala Lumpur, and delicious cuisine influenced by Malay, Chinese, and Indian cultures."
462,"Maldives, located in the Indian Ocean, is renowned for its luxurious resorts, pristine white-sand beaches, crystal-clear waters, and vibrant coral reefs."
466,"Mali, located in West Africa, is known for its historic trading cities of Timbuktu and Djenné, the Niger River, and its rich musical heritage."
470,"Malta, located in the Mediterranean Sea, is known for its ancient temples, beautiful beaches, fortified cities like Valletta, and its vibrant cultural scene."
584,"The Marshall Islands, located in the Pacific Ocean, are known for their stunning coral reefs, World War II history, and their status as a popular diving destination."
474,"Martinique, a Caribbean island and overseas department of France, is known for its stunning beaches, lush rainforests, vibrant Creole culture, and the active volcano Mount Pelée."
478,"Mauritania, located in Northwest Africa, is known for its vast Sahara Desert landscapes, ancient caravan routes, and diverse ethnic cultures."
480,"Mauritius, located in the Indian Ocean, is known for its pristine beaches, turquoise waters, vibrant coral reefs, and luxury resorts."
484,"Mexico, located in North America, is known for its rich history, ancient ruins such as Chichen Itza, vibrant culture, delicious cuisine like tacos and tamales, and beautiful beaches."
583,"The Federated States of Micronesia, a country in the western Pacific Ocean, is known for its stunning tropical islands, including Yap, Chuuk, Pohnpei, and Kosrae, and its unique blend of Micronesian and Western cultures."
498,"Moldova, located in Eastern Europe, is known for its vineyards and wine production, traditional monasteries, and the breakaway region of Transnistria."
492,"Monaco is a tiny independent city-state on the French Riviera known for its glamorous casinos, luxury hotels, Formula 1 Grand Prix, and as a playground for the rich and famous."
496,"Mongolia, located in East Asia, is known for its vast steppes, nomadic culture, Gobi Desert, and the historic city of Ulaanbaatar."
499,"Montenegro, located in the Balkans, is known for its stunning Adriatic coastline, picturesque mountains, historic towns like Kotor, and its emerging tourism industry."
500,"Montserrat is a British Overseas Territory in the Caribbean known for its lush green landscapes, the Soufrière Hills volcano, and its rich Afro-Irish cultural heritage."
504,"Morocco, located in North Africa, is known for its vibrant cities like Marrakech and Fez, the Atlas Mountains, Sahara Desert, and its unique blend of Arab, Berber, and French cultures."
508,"Mozambique, located in southeastern Africa, is known for its stunning coastline along the Indian Ocean, diverse wildlife in national parks like Gorongosa, and its vibrant music and cultural traditions."
104,"Myanmar, formerly known as Burma, is located in Southeast Asia and is known for its ancient temples of Bagan, beautiful landscapes, and diverse ethnic cultures."
516,"Namibia, located in southwestern Africa, is known for its stunning desert landscapes, including the Namib Desert and Sossusvlei, diverse wildlife in Etosha National Park, and the vibrant cultural heritage of indigenous tribes like the Himba and San."
524,"Nepal, nestled in the Himalayas, is renowned for its majestic mountains, including Mount Everest, rich Hindu and Buddhist traditions, historic temples and palaces in Kathmandu, and as a popular destination for trekking and mountaineering enthusiasts."
528,"The Netherlands, also known as Holland, is a country in Northwestern Europe famous for its picturesque canals, windmills, tulip fields, vibrant cities like Amsterdam and Rotterdam, and its cycling culture."
540,"New Caledonia, a French territory in the Pacific Ocean, is known for its pristine beaches, coral reefs, and lush tropical forests, as well as the unique blend of Melanesian and French cultures."
554,"New Zealand, located in the southwestern Pacific Ocean, is renowned for its breathtaking landscapes, including mountains, fjords, and geothermal areas, adventurous outdoor activities, Maori culture, and as the filming location for the "The Lord of the Rings" trilogy."
558,"Nicaragua, located in Central America, is known for its stunning lakes and volcanoes, colonial architecture in cities like Granada, vibrant markets, and beautiful beaches along the Pacific and Caribbean coasts."
562,"Niger, a landlocked country in West Africa, is known for its unique desert landscapes, including the Sahara Desert and the stunning sand dunes of the Tenere, as well as its vibrant cultural heritage and traditional music."
566,"Nigeria, located in West Africa, is known for its diverse culture, bustling cities like Lagos and Abuja, rich music and film industry (Nollywood), and as a major oil producer in Africa."
578,"Norway, situated in Northern Europe, is famous for its stunning fjords, snow-capped mountains, the Northern Lights, vibrant cities like Oslo and Bergen, and its strong maritime heritage."
512,"Oman, located on the Arabian Peninsula, is known for its picturesque desert landscapes, stunning coastline along the Arabian Sea, historic forts and castles, and traditional Omani hospitality."
586,"Pakistan, located in South Asia, is known for its diverse landscapes, including the Karakoram and Himalayan mountain ranges, historical sites like the ancient city of Taxila, and its rich cultural heritage influenced by various civilizations."
275,"The Palestinian Territory, Occupied, refers to the West Bank, including East Jerusalem, and the Gaza Strip. It is known for its complex political situation, historical and religious significance, and ongoing Israeli-Palestinian conflict."
591,"Panama, located in Central America, is known for its iconic Panama Canal, tropical rainforests teeming with biodiversity, beautiful islands and beaches, and a vibrant mix of indigenous, European, and Afro-Caribbean cultures."
598,"Papua New Guinea, located in the southwestern Pacific, is renowned for its diverse tribal cultures, unspoiled rainforests, stunning coral reefs, and as one of the world's most linguistically diverse countries."
600,"Paraguay, located in South America, is known for its Guarani-speaking indigenous culture, the Pantanal wetlands, Jesuit missions, and traditional music and dance like the polka."
604,"Peru, located in South America, is famous for its ancient Inca civilization, including the iconic Machu Picchu, the Amazon rainforest, vibrant Andean culture, and culinary delights such as ceviche and pisco sour."
608,"The Philippines, an archipelago in Southeast Asia, is known for its stunning beaches, diverse marine life in places like Palawan and Tubbataha Reefs, vibrant festivals, and a fusion of Asian, Spanish, and American influences."
616,"Poland, located in Central Europe, is known for its rich history, charming old towns like Krakow and Warsaw, medieval castles, beautiful landscapes including the Tatra Mountains, and its strong cultural traditions."
620,"Portugal, located in southwestern Europe, is famous for its stunning coastline, historic cities like Lisbon and Porto, delicious cuisine including pastel de nata, and its influential maritime history as a former colonial power."
630,"Puerto Rico, a Caribbean island and unincorporated U.S. territory, is known for its beautiful beaches, vibrant music and dance culture, historic Old San Juan, and as the birthplace of salsa music."
634,"Qatar, located in the Arabian Peninsula, is known for its modern skyline in the capital city of Doha, luxury shopping destinations like the Souq Waqif, rich Islamic heritage, and as the host of the FIFA World Cup 2022."
642,"Romania, located in Eastern Europe, is known for its picturesque landscapes including the Carpathian Mountains and Transylvania region, medieval castles like Bran Castle, and its folklore and vampire legends associated with Dracula."
643,"The Russian Federation, the largest country in the world, spans Eastern Europe and northern Asia, and is renowned for its rich history, iconic landmarks such as the Red Square and the Hermitage Museum, diverse landscapes, and cultural contributions in literature, ballet, and classical music."
646,"Rwanda, located in East Africa, is known for its stunning scenery including Volcanoes National Park and Lake Kivu, gorilla trekking experiences, its remarkable recovery from the 1994 genocide, and for being a pioneer in conservation efforts."
682,"Saudi Arabia, located in the Middle East, is known for its vast deserts, including the Rub' al Khali (Empty Quarter), ancient archaeological sites such as Mada'in Saleh, the holy cities of Mecca and Medina, and as the world's largest oil exporter."
686,"Senegal, located in West Africa, is known for its vibrant music scene, historic sites like Gorée Island, beautiful beaches in places like Dakar and Saly, and its rich cultural heritage influenced by various ethnic groups."
688,"Serbia, located in the Balkans, is known for its rich history and cultural heritage, including medieval monasteries, vibrant cities like Belgrade and Novi Sad, and its delicious cuisine and rakija (fruit brandy)."
694,"Sierra Leone, located in West Africa, is known for its beautiful white-sand beaches, natural reserves like the Tiwai Island Wildlife Sanctuary, vibrant traditions, and its history of diamond mining and the civil war."
703,"Slovakia, located in Central Europe, is known for its stunning landscapes including the High Tatras mountains, medieval castles like Spiš Castle, charming towns like Bratislava, and its rich folk culture and traditions."
705,"Slovenia, nestled in the heart of Europe, is known for its picturesque landscapes, including Lake Bled and Triglav National Park, charming capital city Ljubljana, and its focus on sustainable tourism and outdoor activities."
90,"The Solomon Islands, located in the southwestern Pacific, is known for its pristine coral reefs, World War II historical sites, traditional Melanesian culture, and stunning natural beauty, including waterfalls and dense rainforests."
706,"Somalia, located in the Horn of Africa, is known for its diverse landscapes, including the Horn of Africa's longest coastline, historical sites like the ancient city of Zeila, vibrant markets, and its nomadic cultural heritage."
710,"South Africa, located at the southern tip of Africa, is famous for its diverse wildlife in national parks like Kruger, stunning landscapes including Table Mountain and the Garden Route, vibrant cities like Cape Town and Johannesburg, and its rich cultural heritage shaped by apartheid and Nelson Mandela's legacy."
728,"South Sudan, the youngest country in the world, is known for its vast wilderness areas, including Boma National Park and the Sudd wetlands, traditional tribal cultures, and the challenges of post-independence nation-building."
724,"Spain, located in southwestern Europe, is known for its vibrant culture, historic cities like Madrid and Barcelona, beautiful beaches along the Costa del Sol, and its contributions to art, literature, and cuisine, including paella and tapas."
144,"Sri Lanka, an island nation in South Asia, is known for its ancient Buddhist ruins such as Sigiriya, beautiful tea plantations in the central highlands, diverse wildlife in national parks like Yala, and palm-fringed beaches."
729,"Sudan, located in northeastern Africa, is known for its rich history and archaeological sites like the pyramids of Meroe, the Nubian culture, the Nile River, and the challenges of post-independence nation-building."
740,"Suriname, located on the northeastern coast of South America, is known for its pristine rainforests, diverse ethnic makeup, historic capital city Paramaribo with its colonial architecture, and as a biodiversity hotspot."
748,"Eswatini, formerly known as Swaziland, is a landlocked country in Southern Africa known for its traditional Swazi culture and festivals, beautiful mountain landscapes in the Ezulwini Valley, and its wildlife reserves, including Hlane Royal National Park."
752,"Sweden, located in Northern Europe, is known for its stunning natural beauty, including the Stockholm Archipelago and the Northern Lights, innovative design and technology, a strong welfare system, and a high quality of life."
756,"Switzerland, situated in the heart of Europe, is famous for its breathtaking Alpine landscapes, including the Matterhorn and Lake Geneva, chocolate and cheese production, precision engineering, and its status as a neutral country."
760,"The Syrian Arab Republic, located in the Middle East, is known for its rich history and archaeological sites such as Palmyra and Aleppo, ancient souks, diverse landscapes, and the ongoing Syrian civil war and humanitarian crisis."
158,"Taiwan, officially called the Republic of China, is an island nation in East Asia known for its modern cities like Taipei, traditional Chinese temples, beautiful landscapes such as Taroko Gorge, and its delicious street food."
762,"Tajikistan, located in Central Asia, is known for its stunning mountain scenery in the Pamir and Tian Shan ranges, historical sites like the ancient city of Penjikent, and its vibrant culture influenced by Persian, Turkic, and Russian traditions."
834,"Tanzania, located in East Africa, is known for its iconic natural wonders, including Mount Kilimanjaro, Serengeti National Park with its annual wildebeest migration, Zanzibar's white-sand beaches, and its rich cultural heritage with over 120 ethnic groups."
764,"Thailand, located in Southeast Asia, is known for its vibrant street life, ancient temples like Wat Arun and Wat Phra Kaew, stunning islands like Phuket and Koh Phi Phi, and its unique cuisine, including dishes like pad Thai and green curry."
626,"Timor-Leste, located in Southeast Asia, is known for its beautiful beaches, diverse marine life in the Coral Triangle, historical sites like the Cidade Velha, and its struggle for independence and nation-building."
768,"Togo, located in West Africa, is known for its palm-fringed beaches along the Gulf of Guinea, traditional voodoo practices, the vibrant markets of Lomé, and its unique music and dance traditions."
780,"Trinidad and Tobago, twin islands in the Caribbean, are known for their lively Carnival celebrations, pristine beaches, diverse wildlife in the Caroni Bird Sanctuary, and their contributions to calypso and soca music."
788,"Tunisia, located in North Africa, is known for its ancient ruins such as Carthage and El Djem, beautiful Mediterranean coastline, the Sahara Desert, and its blend of Arab and French influences in culture and cuisine."
792,"Turkey, located at the crossroads of Europe and Asia, is known for its rich history, including the ancient city of Troy and the Byzantine architecture of Istanbul, stunning landscapes like Cappadocia, and its delicious cuisine, including kebabs and baklava."
795,"Turkmenistan, situated in Central Asia, is known for its vast deserts, including the Karakum Desert, the ancient Silk Road cities of Merv and Nisa, and its eccentric and autocratic political system."
800,"Uganda, located in East Africa, is known for its diverse wildlife, including gorillas in Bwindi Impenetrable National Park, the source of the Nile River at Jinja, vibrant markets, and its friendly and welcoming people."
804,"Ukraine, located in Eastern Europe, is known for its historical sites, including Kyiv's golden-domed churches and Lviv's old town, beautiful landscapes like the Carpathian Mountains, and its complex political and cultural history."
784,"The United Arab Emirates, situated in the Arabian Peninsula, is known for its modern cities like Dubai and Abu Dhabi with their futuristic architecture and luxury shopping, stunning desert landscapes, and its role as a global business and tourism hub."
826,"The United Kingdom, consisting of Great Britain and Northern Ireland, is known for its iconic landmarks like Big Ben and Stonehenge, historic castles, diverse cultural heritage, and its contributions to literature, music, and scientific advancements."
840,"The United States, a vast country in North America, is known for its diverse landscapes, including the Grand Canyon and Yellowstone National Park, iconic cities like New York and Los Angeles, cultural diversity, and as a global economic and political powerhouse."
858,"Uruguay, located in South America, is known for its beautiful beaches along the Atlantic coast, historic colonial towns like Colonia del Sacramento, its gaucho culture, and as a progressive and liberal country in the region."
860,"Uzbekistan, located in Central Asia, is known for its rich Islamic architecture, including the cities of Samarkand and Bukhara, the Silk Road heritage, beautiful landscapes like the Aral Sea, and its traditional crafts such as ceramics and silk weaving."
548,"Vanuatu, an archipelago in the South Pacific, is known for its pristine coral reefs, active volcanoes like Mount Yasur, traditional Melanesian culture, and as a popular destination for adventure tourism."
862,"Venezuela, located in northern South America, is known for its stunning natural landscapes, including Angel Falls (the world's highest waterfall) and the beautiful Caribbean coastline, rich biodiversity, and its challenges related to political instability and economic crisis."
704,"Vietnam, located in Southeast Asia, is known for its bustling cities like Hanoi and Ho Chi Minh City, beautiful landscapes including Halong Bay and the Mekong Delta, delicious cuisine like pho and banh mi, and its rich history shaped by colonialism and the Vietnam War."
732,"Western Sahara, located in northwest Africa, is known for its disputed territory status between Morocco and the Sahrawi Arab Democratic Republic, its vast desert landscapes, and the challenges faced by the local Sahrawi people."
887,"Yemen, located in the Arabian Peninsula, is known for its ancient cities like Sana'a and Shibam, stunning landscapes including Socotra Island, and its ongoing humanitarian crisis and political instability."
894,"Zambia, located in southern Africa, is known for its magnificent Victoria Falls, diverse wildlife in national parks like South Luangwa and Lower Zambezi, vibrant traditional ceremonies, and its role as a safe haven for refugees during regional conflicts."
716,"Zimbabwe, situated in southern Africa, is known for its iconic landmarks like Victoria Falls and Great Zimbabwe, diverse wildlife in Hwange National Park, rich cultural heritage, and its challenging economic and political situation."
