name,id,URL,info
Egypt,818,https://www.worldometers.info//img/flags/small/tn_eg-flag.gif,"Egypt, a transcontinental country in North Africa and the Middle East, is famous for its ancient pyramids, iconic Nile River, and cultural treasures like the temples of Luxor and Karnak."
El Salvador,222,https://www.worldometers.info//img/flags/small/tn_es-flag.gif,"El Salvador, the smallest country in Central America, is known for its beautiful beaches, volcanoes, Mayan ruins, and pupusas, a traditional Salvadoran dish."
Equatorial Guinea,226,https://www.worldometers.info//img/flags/small/tn_ek-flag.gif,"Equatorial Guinea, located on the west coast of Central Africa, is known for its rich oil reserves, unique wildlife, and diverse indigenous cultures."
Eritrea,232,https://www.worldometers.info//img/flags/small/tn_er-flag.gif,"Eritrea, located in the Horn of Africa, is known for its fascinating ancient ruins, beautiful Red Sea coastline, and vibrant traditional cultures."
Estonia,233,https://www.worldometers.info//img/flags/small/tn_en-flag.gif,"Estonia, located in Northern Europe, is known for its stunning Baltic Sea islands, medieval architecture in Tallinn, and its status as a global leader in digital innovation."
Ethiopia,231,https://www.worldometers.info//img/flags/small/tn_et-flag.gif,"Ethiopia, located in East Africa, is known for its rich history, ancient rock-hewn churches of Lalibela, diverse wildlife, and the source of the Blue Nile."
Fiji,242,https://www.worldometers.info//img/flags/small/tn_fj-flag.gif,"Fiji, located in the South Pacific, is known for its stunning palm-lined beaches, vibrant coral reefs, and warm hospitality of the Fijian people."
Finland,246,https://www.worldometers.info//img/flags/small/tn_fi-flag.gif,"Finland, located in Northern Europe, is known for its pristine lakes, forests, and the magical Northern Lights, as well as its sauna culture and passion for winter sports."
France,250,https://www.worldometers.info//img/flags/small/tn_fr-flag.gif,"France is a country in Western Europe renowned for its art, culture, cuisine, and iconic landmarks such as the Eiffel Tower, Louvre Museum, and the French Riviera."
Gabon,266,https://www.worldometers.info//img/flags/small/tn_gb-flag.gif,"Gabon, located in Central Africa, is known for its diverse wildlife, including forest elephants and gorillas, as well as its pristine rainforests and cultural diversity."
Gambia,270,https://www.worldometers.info//img/flags/small/tn_ga-flag.gif,"The Gambia is a small West African country known for its beautiful beaches along the Atlantic Ocean, diverse wildlife, and welcoming Gambian culture."
Georgia,268,https://www.worldometers.info//img/flags/small/tn_gg-flag.gif,"Georgia, located at the crossroads of Europe and Asia, is known for its stunning mountain landscapes, ancient churches and monasteries, and warm hospitality."
Germany,276,https://www.worldometers.info//img/flags/small/tn_gm-flag.gif,"Germany is a country in Central Europe known for its rich history, vibrant cities like Berlin and Munich, picturesque castles, and contributions to science, philosophy, and the arts."
Ghana,288,https://www.worldometers.info//img/flags/small/tn_gh-flag.gif,"Ghana, located in West Africa, is known for its vibrant culture, historic castles and slave forts, diverse wildlife, and being a leading producer of cocoa and gold."
Greece,300,https://www.worldometers.info//img/flags/small/tn_gr-flag.gif,"Greece, located in Southern Europe, is famous for its ancient civilization, historic sites such as the Acropolis, picturesque islands like Santorini, and delicious Mediterranean cuisine."
Guatemala,320,https://www.worldometers.info//img/flags/small/tn_gt-flag.gif,"Guatemala, located in Central America, is known for its rich Mayan heritage, stunning volcanic landscapes, colorful traditional markets, and ancient ruins such as Tikal."
Guinea,324,https://www.worldometers.info//img/flags/small/tn_gv-flag.gif,"Guinea, located in West Africa, is known for its diverse landscapes, including mountains and savannas, as well as its vibrant music and cultural traditions."
Guinea-Bissau,624,https://www.worldometers.info//img/flags/small/tn_pu-flag.gif,"Guinea-Bissau, located in West Africa, is known for its beautiful coastline, unique wildlife, and diverse ethnic cultures."
Guyana,328,https://www.worldometers.info//img/flags/small/tn_gy-flag.gif,"Guyana, located on the northeastern coast of South America, is known for its pristine rainforests, the majestic Kaieteur Falls, and its cultural diversity."
Haiti,332,https://www.worldometers.info//img/flags/small/tn_ha-flag.gif,"Haiti, located in the Caribbean, is known for its vibrant art, music, and dance, as well as its challenging history and beautiful natural landscapes."
Honduras,340,https://www.worldometers.info//img/flags/small/tn_ho-flag.gif,"Honduras, located in Central America, is known for its stunning Caribbean beaches, ancient Mayan ruins in Copan, and diverse wildlife in the La Mosquitia region."
Hungary,348,https://www.worldometers.info//img/flags/small/tn_hu-flag.gif,"Hungary, located in Central Europe, is known for its rich history, beautiful architecture in Budapest, thermal baths, and traditional cuisine, including goulash."
Iceland,352,https://www.worldometers.info//img/flags/small/tn_ic-flag.gif,"Iceland, located in the North Atlantic, is famous for its otherworldly landscapes, including volcanoes, geysers, glaciers, and the magical Northern Lights."
India,356,https://www.worldometers.info//img/flags/small/tn_in-flag.gif,"India, located in South Asia, is known for its ancient civilization, diverse culture, iconic landmarks like the Taj Mahal, and vibrant festivals such as Diwali and Holi."
Indonesia,360,https://www.worldometers.info//img/flags/small/tn_id-flag.gif,"Indonesia, the largest archipelago in the world, is famous for its stunning beaches, ancient temples like Borobudur, lush rainforests, and diverse cultures."
"Iran, Islamic Republic of",364,https://www.worldometers.info//img/flags/small/tn_ir-flag.gif,"Iran, also known as Persia, is located in Western Asia and is known for its rich history, stunning architecture, ancient ruins like Persepolis, and Persian culture."
Iraq,368,https://www.worldometers.info//img/flags/small/tn_iz-flag.gif,"Iraq, located in the Middle East, is known for its ancient Mesopotamian civilization, historic sites like Babylon, and diverse cultural heritage."
Ireland,372,https://www.worldometers.info//img/flags/small/tn_ei-flag.gif,"Ireland, located in Western Europe, is known for its breathtaking landscapes, vibrant music and dance traditions, historic castles, and its warm and friendly people."
Israel,376,https://www.worldometers.info//img/flags/small/tn_is-flag.gif,"Israel, located in the Middle East, is known for its religious significance, historic sites like Jerusalem's Old City, stunning beaches along the Mediterranean Sea, and vibrant culinary scene."
Italy,380,https://www.worldometers.info//img/flags/small/tn_it-flag.gif,"Italy, located in Southern Europe, is famous for its rich history, art, and culture, iconic cities like Rome, Florence, and Venice, as well as its delicious cuisine and world-renowned fashion."
Jamaica,388,https://www.worldometers.info//img/flags/small/tn_jm-flag.gif,"Jamaica, located in the Caribbean, is known for its reggae music, stunning beaches, lush mountains, and vibrant cultural heritage."
Japan,392,https://www.worldometers.info//img/flags/small/tn_ja-flag.gif,"Japan, an island nation in East Asia, is known for its unique blend of tradition and modernity, stunning cherry blossoms, technological advancements, and delicious cuisine like sushi and ramen."
Jordan,400,https://www.worldometers.info//img/flags/small/tn_jo-flag.gif,"Jordan, located in the Middle East, is known for its ancient city of Petra, the Dead Sea, the historic site of Jerash, and its warm hospitality."
Kazakhstan,398,https://www.worldometers.info//img/flags/small/tn_kz-flag.gif,"Kazakhstan, the largest landlocked country in the world, is known for its vast steppes, stunning mountain ranges like the Tian Shan, and the vibrant city of Almaty."
Kenya,404,https://www.worldometers.info//img/flags/small/tn_ke-flag.gif,"Kenya, located in East Africa, is known for its diverse wildlife in national parks like Maasai Mara, Mount Kilimanjaro, and its rich cultural heritage."
"Korea, Democratic People's Republic of",408,https://www.worldometers.info//img/flags/small/tn_kn-flag.gif,"North Korea, officially known as the Democratic People's Republic of Korea, is located in East Asia and is known for its unique political system, historic sites like the demilitarized zone (DMZ), and its capital city, Pyongyang."
"Korea, Republic of",410,https://www.worldometers.info//img/flags/small/tn_ks-flag.gif,"South Korea, officially known as the Republic of Korea, is located in East Asia and is known for its modern cities like Seoul, technological advancements, K-pop music, and traditional Korean culture."
Kuwait,414,https://www.worldometers.info//img/flags/small/tn_ku-flag.gif,"Kuwait, located in the Arabian Peninsula, is known for its modern architecture, vibrant souks, and its significant oil reserves."
Kyrgyzstan,417,https://www.worldometers.info//img/flags/small/tn_kg-flag.gif,"Kyrgyzstan, located in Central Asia, is known for its stunning mountain landscapes, including the Tian Shan range, beautiful alpine lakes, and traditional nomadic culture."
Lao People's Democratic Republic,418,https://www.worldometers.info//img/flags/small/tn_la-flag.gif,"Laos, officially known as the Lao People's Democratic Republic, is a landlocked country in Southeast Asia known for its mountainous landscapes, Buddhist temples, and the tranquil beauty of the Mekong River."
Latvia,428,https://www.worldometers.info//img/flags/small/tn_lg-flag.gif,"Latvia, located in the Baltic region of Northern Europe, is known for its charming capital city Riga, picturesque landscapes, and its rich cultural heritage."
Lebanon,422,https://www.worldometers.info//img/flags/small/tn_le-flag.gif,"Lebanon, located in the Middle East, is known for its historic sites like the ancient city of Byblos, vibrant capital city Beirut, delicious cuisine, and its cultural diversity."
Lesotho,426,https://www.worldometers.info//img/flags/small/tn_lt-flag.gif,"Lesotho, a landlocked country in Southern Africa, is known for its breathtaking mountainous landscapes, including the famous Drakensberg Mountains, and its traditional Basotho culture."
Liberia,430,https://www.worldometers.info//img/flags/small/tn_li-flag.gif,"Liberia, located in West Africa, is known for its beautiful coastline, diverse wildlife, and its rich history as a settlement for freed American slaves."
Libya,434,https://www.worldometers.info//img/flags/small/tn_ly-flag.gif,"Libya, located in North Africa, is known for its ancient Roman ruins, stunning Sahara Desert landscapes, and the coastal city of Tripoli."
Lithuania,440,https://www.worldometers.info//img/flags/small/tn_lh-flag.gif,"Lithuania, located in the Baltic region of Northern Europe, is known for its charming capital city Vilnius, medieval architecture, beautiful lakes, and rich cultural heritage."
Luxembourg,442,https://www.worldometers.info//img/flags/small/tn_lu-flag.gif,"Luxembourg, located in Western Europe, is known for its picturesque landscapes, fairy-tale castles, the vibrant city of Luxembourg, and its status as a global financial center."
Madagascar,450,https://www.worldometers.info//img/flags/small/tn_ma-flag.gif,"Madagascar, an island nation off the coast of East Africa, is known for its unique wildlife, including lemurs, baobab trees, and stunning biodiversity."
Malawi,454,https://www.worldometers.info//img/flags/small/tn_mi-flag.gif,"Malawi, located in southeastern Africa, is known for its stunning Lake Malawi, diverse wildlife, and warm and friendly people."
Malaysia,458,https://www.worldometers.info//img/flags/small/tn_my-flag.gif,"Malaysia, located in Southeast Asia, is known for its diverse culture, stunning beaches and islands, bustling cities like Kuala Lumpur, and delicious cuisine influenced by Malay, Chinese, and Indian cultures."
Mali,466,https://www.worldometers.info//img/flags/small/tn_ml-flag.gif,"Mali, located in West Africa, is known for its historic trading cities of Timbuktu and Djenné, the Niger River, and its rich musical heritage."
Mauritania,478,https://www.worldometers.info//img/flags/small/tn_mr-flag.gif,"Mauritania, located in Northwest Africa, is known for its vast Sahara Desert landscapes, ancient caravan routes, and diverse ethnic cultures."
Mexico,484,https://www.worldometers.info//img/flags/small/tn_mx-flag.gif,"Mexico, located in North America, is known for its rich history, ancient ruins such as Chichen Itza, vibrant culture, delicious cuisine like tacos and tamales, and beautiful beaches."
"Moldova, Republic of",498,https://www.worldometers.info//img/flags/small/tn_md-flag.gif,"Moldova, located in Eastern Europe, is known for its vineyards and wine production, traditional monasteries, and the breakaway region of Transnistria."
Mongolia,496,https://www.worldometers.info//img/flags/small/tn_mg-flag.gif,"Mongolia, located in East Asia, is known for its vast steppes, nomadic culture, Gobi Desert, and the historic city of Ulaanbaatar."
Montenegro,499,https://www.worldometers.info//img/flags/small/tn_mj-flag.gif,"Montenegro, located in the Balkans, is known for its stunning Adriatic coastline, picturesque mountains, historic towns like Kotor, and its emerging tourism industry."
Morocco,504,https://www.worldometers.info//img/flags/small/tn_mo-flag.gif,"Morocco, located in North Africa, is known for its vibrant cities like Marrakech and Fez, the Atlas Mountains, Sahara Desert, and its unique blend of Arab, Berber, and French cultures."
Mozambique,508,https://www.worldometers.info//img/flags/small/tn_mz-flag.gif,"Mozambique, located in southeastern Africa, is known for its stunning coastline along the Indian Ocean, diverse wildlife in national parks like Gorongosa, and its vibrant music and cultural traditions."
Myanmar,104,https://www.worldometers.info//img/flags/small/tn_bm-flag.gif,"Myanmar, formerly known as Burma, is located in Southeast Asia and is known for its ancient temples of Bagan, beautiful landscapes, and diverse ethnic cultures."
Namibia,516,https://www.worldometers.info//img/flags/small/tn_wa-flag.gif,"Namibia, located in southwestern Africa, is known for its stunning desert landscapes, including the Namib Desert and Sossusvlei, diverse wildlife in Etosha National Park, and the vibrant cultural heritage of indigenous tribes like the Himba and San."
Nepal,524,https://www.worldometers.info//img/flags/small/tn_np-flag.gif,"Nepal, nestled in the Himalayas, is renowned for its majestic mountains, including Mount Everest, rich Hindu and Buddhist traditions, historic temples and palaces in Kathmandu, and as a popular destination for trekking and mountaineering enthusiasts."
Netherlands,528,https://www.worldometers.info//img/flags/small/tn_nl-flag.gif,"The Netherlands, also known as Holland, is a country in Northwestern Europe famous for its picturesque canals, windmills, tulip fields, vibrant cities like Amsterdam and Rotterdam, and its cycling culture."
New Zealand,554,https://www.worldometers.info//img/flags/small/tn_nz-flag.gif,"New Zealand, located in the southwestern Pacific Ocean, is renowned for its breathtaking landscapes, including mountains, fjords, and geothermal areas, adventurous outdoor activities, Maori culture, and as the filming location for the The Lord of the Rings"" trilogy."""
Nicaragua,558,https://www.worldometers.info//img/flags/small/tn_nu-flag.gif,"Nicaragua, located in Central America, is known for its stunning lakes and volcanoes, colonial architecture in cities like Granada, vibrant markets, and beautiful beaches along the Pacific and Caribbean coasts."
Niger,562,https://www.worldometers.info//img/flags/small/tn_ng-flag.gif,"Niger, a landlocked country in West Africa, is known for its unique desert landscapes, including the Sahara Desert and the stunning sand dunes of the Tenere, as well as its vibrant cultural heritage and traditional music."
Nigeria,566,https://www.worldometers.info//img/flags/small/tn_ni-flag.gif,"Nigeria, located in West Africa, is known for its diverse culture, bustling cities like Lagos and Abuja, rich music and film industry (Nollywood), and as a major oil producer in Africa."
Norway,578,https://www.worldometers.info//img/flags/small/tn_no-flag.gif,"Norway, situated in Northern Europe, is famous for its stunning fjords, snow-capped mountains, the Northern Lights, vibrant cities like Oslo and Bergen, and its strong maritime heritage."
Oman,512,https://www.worldometers.info//img/flags/small/tn_mu-flag.gif,"Oman, located on the Arabian Peninsula, is known for its picturesque desert landscapes, stunning coastline along the Arabian Sea, historic forts and castles, and traditional Omani hospitality."
Pakistan,586,https://www.worldometers.info//img/flags/small/tn_pk-flag.gif,"Pakistan, located in South Asia, is known for its diverse landscapes, including the Karakoram and Himalayan mountain ranges, historical sites like the ancient city of Taxila, and its rich cultural heritage influenced by various civilizations."
"Palestinian Territory, Occupied",275,https://www.worldometers.info//img/flags/small/tn_palestine-flag.gif,"The Palestinian Territory, Occupied, refers to the West Bank, including East Jerusalem, and the Gaza Strip. It is known for its complex political situation, historical and religious significance, and ongoing Israeli-Palestinian conflict."
Panama,591,https://www.worldometers.info//img/flags/small/tn_pm-flag.gif,"Panama, located in Central America, is known for its iconic Panama Canal, tropical rainforests teeming with biodiversity, beautiful islands and beaches, and a vibrant mix of indigenous, European, and Afro-Caribbean cultures."
Papua New Guinea,598,https://www.worldometers.info//img/flags/small/tn_pp-flag.gif,"Papua New Guinea, located in the southwestern Pacific, is renowned for its diverse tribal cultures, unspoiled rainforests, stunning coral reefs, and as one of the world's most linguistically diverse countries."
Paraguay,600,https://www.worldometers.info//img/flags/small/tn_pa-flag.gif,"Paraguay, located in South America, is known for its Guarani-speaking indigenous culture, the Pantanal wetlands, Jesuit missions, and traditional music and dance like the polka."
Peru,604,https://www.worldometers.info//img/flags/small/tn_pe-flag.gif,"Peru, located in South America, is famous for its ancient Inca civilization, including the iconic Machu Picchu, the Amazon rainforest, vibrant Andean culture, and culinary delights such as ceviche and pisco sour."
Philippines,608,https://www.worldometers.info//img/flags/small/tn_rp-flag.gif,"The Philippines, an archipelago in Southeast Asia, is known for its stunning beaches, diverse marine life in places like Palawan and Tubbataha Reefs, vibrant festivals, and a fusion of Asian, Spanish, and American influences."
Poland,616,https://www.worldometers.info//img/flags/small/tn_pl-flag.gif,"Poland, located in Central Europe, is known for its rich history, charming old towns like Krakow and Warsaw, medieval castles, beautiful landscapes including the Tatra Mountains, and its strong cultural traditions."
Portugal,620,https://www.worldometers.info//img/flags/small/tn_po-flag.gif,"Portugal, located in southwestern Europe, is famous for its stunning coastline, historic cities like Lisbon and Porto, delicious cuisine including pastel de nata, and its influential maritime history as a former colonial power."
Qatar,634,https://www.worldometers.info//img/flags/small/tn_qa-flag.gif,"Qatar, located in the Arabian Peninsula, is known for its modern skyline in the capital city of Doha, luxury shopping destinations like the Souq Waqif, rich Islamic heritage, and as the host of the FIFA World Cup 2022."
Romania,642,https://www.worldometers.info//img/flags/small/tn_ro-flag.gif,"Romania, located in Eastern Europe, is known for its picturesque landscapes including the Carpathian Mountains and Transylvania region, medieval castles like Bran Castle, and its folklore and vampire legends associated with Dracula."
Russian Federation,643,https://www.worldometers.info//img/flags/small/tn_rs-flag.gif,"The Russian Federation, the largest country in the world, spans Eastern Europe and northern Asia, and is renowned for its rich history, iconic landmarks such as the Red Square and the Hermitage Museum, diverse landscapes, and cultural contributions in literature, ballet, and classical music."
Rwanda,646,https://www.worldometers.info//img/flags/small/tn_rw-flag.gif,"Rwanda, located in East Africa, is known for its stunning scenery including Volcanoes National Park and Lake Kivu, gorilla trekking experiences, its remarkable recovery from the 1994 genocide, and for being a pioneer in conservation efforts."
Saudi Arabia,682,https://www.worldometers.info//img/flags/small/tn_sa-flag.gif,"Saudi Arabia, located in the Middle East, is known for its vast deserts, including the Rub' al Khali (Empty Quarter), ancient archaeological sites such as Mada'in Saleh, the holy cities of Mecca and Medina, and as the world's largest oil exporter."
Senegal,686,https://www.worldometers.info//img/flags/small/tn_sg-flag.gif,"Senegal, located in West Africa, is known for its vibrant music scene, historic sites like Gorée Island, beautiful beaches in places like Dakar and Saly, and its rich cultural heritage influenced by various ethnic groups."
Serbia,688,https://www.worldometers.info//img/flags/small/tn_ri-flag.gif,"Serbia, located in the Balkans, is known for its rich history and cultural heritage, including medieval monasteries, vibrant cities like Belgrade and Novi Sad, and its delicious cuisine and rakija (fruit brandy)."
Sierra Leone,694,https://www.worldometers.info//img/flags/small/tn_sl-flag.gif,"Sierra Leone, located in West Africa, is known for its beautiful white-sand beaches, natural reserves like the Tiwai Island Wildlife Sanctuary, vibrant traditions, and its history of diamond mining and the civil war."
Slovakia,703,https://www.worldometers.info//img/flags/small/tn_lo-flag.gif,"Slovakia, located in Central Europe, is known for its stunning landscapes including the High Tatras mountains, medieval castles like Spiš Castle, charming towns like Bratislava, and its rich folk culture and traditions."
Slovenia,705,https://www.worldometers.info//img/flags/small/tn_si-flag.gif,"Slovenia, nestled in the heart of Europe, is known for its picturesque landscapes, including Lake Bled and Triglav National Park, charming capital city Ljubljana, and its focus on sustainable tourism and outdoor activities."
Solomon Islands,90,https://www.worldometers.info//img/flags/small/tn_bp-flag.gif,"The Solomon Islands, located in the southwestern Pacific, is known for its pristine coral reefs, World War II historical sites, traditional Melanesian culture, and stunning natural beauty, including waterfalls and dense rainforests."
Somalia,706,https://www.worldometers.info//img/flags/small/tn_so-flag.gif,"Somalia, located in the Horn of Africa, is known for its diverse landscapes, including the Horn of Africa's longest coastline, historical sites like the ancient city of Zeila, vibrant markets, and its nomadic cultural heritage."
South Africa,710,https://www.worldometers.info//img/flags/small/tn_sf-flag.gif,"South Africa, located at the southern tip of Africa, is famous for its diverse wildlife in national parks like Kruger, stunning landscapes including Table Mountain and the Garden Route, vibrant cities like Cape Town and Johannesburg, and its rich cultural heritage shaped by apartheid and Nelson Mandela's legacy."
South Sudan,728,https://www.worldometers.info//img/flags/small/tn_od-flag.gif,"South Sudan, the youngest country in the world, is known for its vast wilderness areas, including Boma National Park and the Sudd wetlands, traditional tribal cultures, and the challenges of post-independence nation-building."
Spain,724,https://www.worldometers.info//img/flags/small/tn_sp-flag.gif,"Spain, located in southwestern Europe, is known for its vibrant culture, historic cities like Madrid and Barcelona, beautiful beaches along the Costa del Sol, and its contributions to art, literature, and cuisine, including paella and tapas."
